F2 CAPITAL MARKET YIELDS – GOVERNMENT BONDS,,,,,,,,,,,,,,,,,,,,,,,,
Title,Australian Government 2 year bond,Australian Government 3 year bond,Australian Government 5 year bond,Australian Government 10 year bond,Australian Government Indexed Bond,NSW Treasury Corporation 3 year bond,NSW Treasury Corporation 5 year bond,NSW Treasury Corporation 10 year bond,,,,,,,,,,,,,,,,
Description,"Yields on Australian government bonds, 2 years maturity","Yields on Australian government bonds, 3 years maturity","Yields on Australian government bonds, 5 years maturity","Yields on Australian government bonds, 10 years maturity","Yields on Australian government bonds, Indexed maturity","Yields on New South Wales Treasury Corporation bonds, 3 years maturity","Yields on New South Wales Treasury Corporation bonds, 5 years maturity","Yields on New South Wales Treasury Corporation bonds, 10 years maturity",,,,,,,,,,,,,,,,
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,,,,,,,,,,,,,,,
Type,Original,Original,Original,Original,Original,Original,Original,Original,,,,,,,,,,,,,,,,
Units,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Source,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,,,,,,,,,,,,,,,,
Publish date,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,,,,,,,,,,,,,,,,
Series ID,FCMYGBAG2D,FCMYGBAG3D,FCMYGBAG5D,FCMYGBAG10D,FCMYGBAGID,FCMYGBNT3D,FCMYGBNT5D,FCMYGBNT10D,,,,,,,,,,,,,,,,
04-Jul-2018,1.98,2.06,2.26,2.59,0.85,2.18,2.43,2.95,,,,,,,,,,,,,,,,
05-Jul-2018,1.98,2.06,2.26,2.59,0.87,2.18,2.44,2.95,,,,,,,,,,,,,,,,
06-Jul-2018,2.00,2.08,2.29,2.63,0.92,2.20,2.46,2.99,,,,,,,,,,,,,,,,
09-Jul-2018,2.00,2.07,2.27,2.61,0.91,2.19,2.45,2.97,,,,,,,,,,,,,,,,
10-Jul-2018,2.03,2.09,2.30,2.63,0.91,2.23,2.48,3.00,,,,,,,,,,,,,,,,
11-Jul-2018,1.99,2.06,2.27,2.61,0.88,2.19,2.44,2.97,,,,,,,,,,,,,,,,
12-Jul-2018,2.00,2.07,2.28,2.63,0.91,2.20,2.45,2.99,,,,,,,,,,,,,,,,
13-Jul-2018,2.02,2.08,2.28,2.63,0.90,2.20,2.45,2.99,,,,,,,,,,,,,,,,
16-Jul-2018,2.02,2.08,2.28,2.64,0.91,2.20,2.45,2.99,,,,,,,,,,,,,,,,
17-Jul-2018,2.04,2.10,2.31,2.66,0.93,2.23,2.49,3.02,,,,,,,,,,,,,,,,
18-Jul-2018,2.04,2.10,2.30,2.64,0.92,2.23,2.48,3.00,,,,,,,,,,,,,,,,
19-Jul-2018,2.07,2.14,2.33,2.66,0.93,2.27,2.51,3.01,,,,,,,,,,,,,,,,
20-Jul-2018,2.05,2.11,2.30,2.62,0.89,2.24,2.48,2.98,,,,,,,,,,,,,,,,
23-Jul-2018,2.07,2.13,2.33,2.67,0.94,2.27,2.51,3.02,,,,,,,,,,,,,,,,
24-Jul-2018,2.09,2.16,2.36,2.72,0.99,2.29,2.53,3.07,,,,,,,,,,,,,,,,
25-Jul-2018,2.06,2.13,2.32,2.68,0.96,2.25,2.49,3.03,,,,,,,,,,,,,,,,
26-Jul-2018,2.04,2.11,2.31,2.69,0.97,2.23,2.48,3.04,,,,,,,,,,,,,,,,
27-Jul-2018,2.02,2.08,2.28,2.65,0.93,2.21,2.46,2.98,,,,,,,,,,,,,,,,
30-Jul-2018,2.03,2.09,2.29,2.65,0.93,2.22,2.47,2.99,,,,,,,,,,,,,,,,
31-Jul-2018,2.04,2.10,2.30,2.65,0.92,2.23,2.47,2.99,,,,,,,,,,,,,,,,
01-Aug-2018,2.05,2.12,2.32,2.69,0.98,2.25,2.50,3.02,,,,,,,,,,,,,,,,
02-Aug-2018,2.07,2.14,2.34,2.73,1.01,2.26,2.52,3.07,,,,,,,,,,,,,,,,
03-Aug-2018,2.07,2.14,2.35,2.73,1.01,2.27,2.52,3.06,,,,,,,,,,,,,,,,
06-Aug-2018,2.06,2.12,2.33,2.68,0.97,2.25,2.49,3.01,,,,,,,,,,,,,,,,
07-Aug-2018,2.04,2.10,2.30,2.66,0.98,2.23,2.47,3.00,,,,,,,,,,,,,,,,
08-Aug-2018,2.04,2.11,2.31,2.68,1.00,2.24,2.48,3.01,,,,,,,,,,,,,,,,
09-Aug-2018,2.02,2.08,2.28,2.65,1.01,2.21,2.46,2.99,,,,,,,,,,,,,,,,
10-Aug-2018,1.98,2.04,2.23,2.59,0.96,2.16,2.40,2.93,,,,,,,,,,,,,,,,
13-Aug-2018,1.99,2.04,2.23,2.58,0.96,2.17,2.41,2.92,,,,,,,,,,,,,,,,
14-Aug-2018,1.98,2.04,2.23,2.59,0.95,2.17,2.41,2.93,,,,,,,,,,,,,,,,
15-Aug-2018,1.99,2.03,2.23,2.58,0.94,2.16,2.41,2.93,,,,,,,,,,,,,,,,
16-Aug-2018,1.98,2.03,2.21,2.56,0.88,2.17,2.40,2.91,,,,,,,,,,,,,,,,
17-Aug-2018,1.98,2.03,2.20,2.55,0.88,2.17,2.40,2.90,,,,,,,,,,,,,,,,
20-Aug-2018,1.98,2.02,2.20,2.53,0.87,2.17,2.40,2.88,,,,,,,,,,,,,,,,
21-Aug-2018,2.00,2.04,2.22,2.54,0.88,2.19,2.42,2.90,,,,,,,,,,,,,,,,
22-Aug-2018,1.99,2.04,2.21,2.54,0.89,2.19,2.41,2.90,,,,,,,,,,,,,,,,
23-Aug-2018,1.97,2.02,2.20,2.53,0.88,2.16,2.39,2.88,,,,,,,,,,,,,,,,
24-Aug-2018,1.98,2.03,2.21,2.54,0.89,2.18,2.41,2.89,,,,,,,,,,,,,,,,
27-Aug-2018,1.99,2.04,2.23,2.54,0.89,2.20,2.43,2.91,,,,,,,,,,,,,,,,
28-Aug-2018,1.99,2.05,2.23,2.56,0.92,2.21,2.44,2.93,,,,,,,,,,,,,,,,
29-Aug-2018,1.96,2.02,2.20,2.55,0.93,2.17,2.41,2.92,,,,,,,,,,,,,,,,
30-Aug-2018,1.98,2.03,2.22,2.57,0.96,2.18,2.42,2.94,,,,,,,,,,,,,,,,
31-Aug-2018,1.96,2.00,2.18,2.52,0.94,2.15,2.38,2.89,,,,,,,,,,,,,,,,
03-Sep-2018,1.96,1.99,2.16,2.52,0.94,2.14,2.37,2.88,,,,,,,,,,,,,,,,
04-Sep-2018,1.98,2.00,2.18,2.53,0.96,2.15,2.38,2.89,,,,,,,,,,,,,,,,
05-Sep-2018,2.00,2.02,2.20,2.55,0.99,2.18,2.40,2.92,,,,,,,,,,,,,,,,
06-Sep-2018,1.99,2.01,2.19,2.57,1.00,2.16,2.40,2.93,,,,,,,,,,,,,,,,
07-Sep-2018,1.98,2.00,2.17,2.55,1.00,2.15,2.38,2.92,,,,,,,,,,,,,,,,
10-Sep-2018,1.99,2.02,2.20,2.58,1.03,2.16,2.40,2.94,,,,,,,,,,,,,,,,
11-Sep-2018,2.00,2.02,2.20,2.58,1.03,2.17,2.40,2.95,,,,,,,,,,,,,,,,
12-Sep-2018,1.99,2.03,2.20,2.59,1.03,2.17,2.40,2.96,,,,,,,,,,,,,,,,
13-Sep-2018,2.02,2.05,2.22,2.61,1.04,2.20,2.43,2.97,,,,,,,,,,,,,,,,
14-Sep-2018,2.01,2.04,2.21,2.60,1.03,2.19,2.42,2.97,,,,,,,,,,,,,,,,
17-Sep-2018,2.02,2.05,2.23,2.62,1.06,2.20,2.43,2.99,,,,,,,,,,,,,,,,
18-Sep-2018,2.05,2.09,2.27,2.66,1.11,2.24,2.47,3.03,,,,,,,,,,,,,,,,
19-Sep-2018,2.10,2.15,2.33,2.71,1.14,2.30,2.54,3.08,,,,,,,,,,,,,,,,
20-Sep-2018,2.10,2.15,2.34,2.72,1.16,2.31,2.54,3.09,,,,,,,,,,,,,,,,
21-Sep-2018,2.08,2.13,2.32,2.70,1.17,2.28,2.53,3.07,,,,,,,,,,,,,,,,
24-Sep-2018,2.08,2.13,2.33,2.71,1.15,2.29,2.53,3.07,,,,,,,,,,,,,,,,
25-Sep-2018,2.09,2.15,2.36,2.75,1.18,2.31,2.56,3.12,,,,,,,,,,,,,,,,
26-Sep-2018,2.07,2.13,2.33,2.73,1.16,2.29,2.54,3.10,,,,,,,,,,,,,,,,
27-Sep-2018,2.04,2.10,2.31,2.69,1.11,2.26,2.51,3.06,,,,,,,,,,,,,,,,
28-Sep-2018,2.02,2.08,2.29,2.67,1.12,2.24,2.50,3.04,,,,,,,,,,,,,,,,
01-Oct-2018,2.00,2.07,2.28,2.68,1.11,2.23,2.49,3.04,,,,,,,,,,,,,,,,
02-Oct-2018,1.99,2.06,2.28,2.67,1.13,2.23,2.50,3.05,,,,,,,,,,,,,,,,
03-Oct-2018,1.96,2.02,2.25,2.64,1.09,2.20,2.47,3.02,,,,,,,,,,,,,,,,
04-Oct-2018,1.98,2.06,2.29,2.71,1.15,2.23,2.51,3.09,,,,,,,,,,,,,,,,
05-Oct-2018,1.98,2.06,2.28,2.71,1.16,2.23,2.51,3.10,,,,,,,,,,,,,,,,
08-Oct-2018,2.01,2.10,2.32,2.77,1.19,2.27,2.54,3.15,,,,,,,,,,,,,,,,
09-Oct-2018,2.03,2.11,2.33,2.77,1.19,2.29,2.56,3.15,,,,,,,,,,,,,,,,
10-Oct-2018,2.03,2.11,2.32,2.75,1.18,2.28,2.55,3.13,,,,,,,,,,,,,,,,
11-Oct-2018,2.02,2.08,2.29,2.73,1.16,2.26,2.52,3.11,,,,,,,,,,,,,,,,
12-Oct-2018,2.04,2.10,2.32,2.75,1.18,2.28,2.55,3.12,,,,,,,,,,,,,,,,
15-Oct-2018,2.03,2.08,2.30,2.69,1.10,2.27,2.53,3.07,,,,,,,,,,,,,,,,
16-Oct-2018,2.03,2.09,2.30,2.71,1.12,2.27,2.53,3.09,,,,,,,,,,,,,,,,
17-Oct-2018,2.02,2.08,2.29,2.70,1.11,2.25,2.51,3.08,,,,,,,,,,,,,,,,
18-Oct-2018,2.04,2.10,2.32,2.73,1.14,2.29,2.55,3.10,,,,,,,,,,,,,,,,
19-Oct-2018,2.02,2.08,2.29,2.68,1.11,2.26,2.51,3.06,,,,,,,,,,,,,,,,
22-Oct-2018,2.02,2.09,2.30,2.70,1.12,2.27,2.53,3.08,,,,,,,,,,,,,,,,
23-Oct-2018,2.01,2.07,2.28,2.68,1.11,2.25,2.51,3.06,,,,,,,,,,,,,,,,
24-Oct-2018,2.00,2.06,2.27,2.66,1.12,2.24,2.50,3.04,,,,,,,,,,,,,,,,
25-Oct-2018,1.98,2.03,2.24,2.61,1.08,2.21,2.47,2.99,,,,,,,,,,,,,,,,
26-Oct-2018,1.99,2.03,2.23,2.60,1.07,2.21,2.46,2.98,,,,,,,,,,,,,,,,
29-Oct-2018,1.97,2.01,2.20,2.57,1.05,2.19,2.44,2.95,,,,,,,,,,,,,,,,
30-Oct-2018,1.96,2.02,2.21,2.58,1.06,2.19,2.44,2.96,,,,,,,,,,,,,,,,
31-Oct-2018,1.97,2.03,2.24,2.63,1.08,2.21,2.46,3.01,,,,,,,,,,,,,,,,
01-Nov-2018,2.00,2.06,2.27,2.65,1.08,2.23,2.50,3.02,,,,,,,,,,,,,,,,
02-Nov-2018,2.02,2.10,2.31,2.70,1.16,2.27,2.54,3.08,,,,,,,,,,,,,,,,
05-Nov-2018,2.05,2.13,2.34,2.74,1.19,2.30,2.57,3.12,,,,,,,,,,,,,,,,
06-Nov-2018,2.04,2.12,2.34,2.73,1.17,2.30,2.56,3.11,,,,,,,,,,,,,,,,
07-Nov-2018,2.04,2.12,2.34,2.73,1.16,2.29,2.56,3.11,,,,,,,,,,,,,,,,
08-Nov-2018,2.07,2.16,2.38,2.76,1.18,2.33,2.59,3.13,,,,,,,,,,,,,,,,
09-Nov-2018,2.08,2.16,2.38,2.76,1.19,2.32,2.59,3.12,,,,,,,,,,,,,,,,
12-Nov-2018,2.08,2.16,2.37,2.74,1.18,2.32,2.58,3.10,,,,,,,,,,,,,,,,
13-Nov-2018,2.07,2.14,2.36,2.73,1.16,2.30,2.57,3.09,,,,,,,,,,,,,,,,
14-Nov-2018,2.05,2.13,2.34,2.70,1.15,2.29,2.55,3.06,,,,,,,,,,,,,,,,
15-Nov-2018,2.08,2.16,2.36,2.72,1.16,2.31,2.57,3.07,,,,,,,,,,,,,,,,
16-Nov-2018,2.06,2.13,2.33,2.68,1.13,2.29,2.55,3.04,,,,,,,,,,,,,,,,
19-Nov-2018,2.04,2.12,2.32,2.66,1.11,2.28,2.54,3.02,,,,,,,,,,,,,,,,
20-Nov-2018,2.06,2.13,2.34,2.69,1.14,2.30,2.56,3.05,,,,,,,,,,,,,,,,
21-Nov-2018,2.05,2.12,2.33,2.69,1.15,2.29,2.55,3.06,,,,,,,,,,,,,,,,
22-Nov-2018,2.04,2.12,2.32,2.67,1.13,2.29,2.55,3.04,,,,,,,,,,,,,,,,
23-Nov-2018,2.03,2.11,2.31,2.65,1.12,2.28,2.54,3.03,,,,,,,,,,,,,,,,
26-Nov-2018,2.02,2.09,2.29,2.64,1.13,2.27,2.53,3.02,,,,,,,,,,,,,,,,
27-Nov-2018,2.02,2.09,2.29,2.64,1.14,2.27,2.53,3.02,,,,,,,,,,,,,,,,
28-Nov-2018,2.02,2.09,2.29,2.62,1.14,2.26,2.52,3.01,,,,,,,,,,,,,,,,
29-Nov-2018,2.01,2.07,2.27,2.60,1.11,2.25,2.51,2.99,,,,,,,,,,,,,,,,
30-Nov-2018,2.00,2.06,2.26,2.59,1.08,2.24,2.49,2.98,,,,,,,,,,,,,,,,
03-Dec-2018,2.00,2.07,2.27,2.62,1.10,2.25,2.50,3.00,,,,,,,,,,,,,,,,
04-Dec-2018,1.98,2.03,2.22,2.53,1.03,2.22,2.47,2.94,,,,,,,,,,,,,,,,
05-Dec-2018,1.96,1.99,2.17,2.50,1.03,2.19,2.43,2.91,,,,,,,,,,,,,,,,
06-Dec-2018,1.93,1.94,2.12,2.45,1.01,2.16,2.40,2.88,,,,,,,,,,,,,,,,
07-Dec-2018,1.92,1.93,2.11,2.45,1.00,2.15,2.39,2.88,,,,,,,,,,,,,,,,
10-Dec-2018,1.92,1.93,2.11,2.44,1.01,2.15,2.38,2.87,,,,,,,,,,,,,,,,
11-Dec-2018,1.95,1.95,2.13,2.46,1.01,2.17,2.40,2.87,,,,,,,,,,,,,,,,
12-Dec-2018,1.95,1.95,2.12,2.45,1.03,2.16,2.39,2.87,,,,,,,,,,,,,,,,
13-Dec-2018,1.99,1.99,2.15,2.47,1.02,2.19,2.43,2.89,,,,,,,,,,,,,,,,
14-Dec-2018,1.98,1.98,2.14,2.47,1.02,2.19,2.40,2.88,,,,,,,,,,,,,,,,
17-Dec-2018,1.97,1.96,2.12,2.45,1.03,2.17,2.38,2.96,,,,,,,,,,,,,,,,
18-Dec-2018,1.95,1.93,2.08,2.42,1.02,2.14,2.35,2.94,,,,,,,,,,,,,,,,
19-Dec-2018,1.95,1.90,2.05,2.39,0.98,2.12,2.32,2.91,,,,,,,,,,,,,,,,
20-Dec-2018,1.93,1.87,2.01,2.34,0.95,2.09,2.28,2.87,,,,,,,,,,,,,,,,
21-Dec-2018,1.97,1.90,2.05,2.39,0.99,2.12,2.31,2.89,,,,,,,,,,,,,,,,
24-Dec-2018,1.94,1.87,2.01,2.37,0.97,2.08,2.28,2.88,,,,,,,,,,,,,,,,
27-Dec-2018,1.95,1.88,2.03,2.38,0.98,2.10,2.30,2.89,,,,,,,,,,,,,,,,
28-Dec-2018,1.93,1.87,2.02,2.36,0.97,2.09,2.29,2.89,,,,,,,,,,,,,,,,
31-Dec-2018,1.89,1.83,1.99,2.32,0.95,2.05,2.26,2.83,,,,,,,,,,,,,,,,
02-Jan-2019,1.85,1.79,1.95,2.29,0.92,2.02,2.22,2.82,,,,,,,,,,,,,,,,
03-Jan-2019,1.79,1.72,1.87,2.18,0.82,1.96,2.14,2.70,,,,,,,,,,,,,,,,
04-Jan-2019,1.84,1.76,1.91,2.24,0.88,1.99,2.18,2.76,,,,,,,,,,,,,,,,
07-Jan-2019,1.85,1.78,1.94,2.27,0.89,2.01,2.20,2.80,,,,,,,,,,,,,,,,
08-Jan-2019,1.87,1.81,1.96,2.30,0.91,2.04,2.23,2.84,,,,,,,,,,,,,,,,
09-Jan-2019,1.89,1.83,1.97,2.33,0.96,2.06,2.26,2.88,,,,,,,,,,,,,,,,
10-Jan-2019,1.87,1.82,1.96,2.32,0.96,2.06,2.25,2.87,,,,,,,,,,,,,,,,
11-Jan-2019,1.87,1.81,1.95,2.31,0.94,2.05,2.24,2.85,,,,,,,,,,,,,,,,
14-Jan-2019,1.85,1.79,1.93,2.27,0.93,2.02,2.22,2.83,,,,,,,,,,,,,,,,
15-Jan-2019,1.86,1.80,1.94,2.29,0.96,2.03,2.23,2.85,,,,,,,,,,,,,,,,
16-Jan-2019,1.85,1.78,1.92,2.27,0.95,2.03,2.22,2.82,,,,,,,,,,,,,,,,
17-Jan-2019,1.85,1.78,1.91,2.28,0.95,2.03,2.21,2.82,,,,,,,,,,,,,,,,
18-Jan-2019,1.87,1.81,1.94,2.31,0.98,2.05,2.23,2.85,,,,,,,,,,,,,,,,
21-Jan-2019,1.88,1.81,1.94,2.31,0.96,2.05,2.23,2.86,,,,,,,,,,,,,,,,
22-Jan-2019,1.87,1.81,1.93,2.30,0.93,2.05,2.22,2.85,,,,,,,,,,,,,,,,
23-Jan-2019,1.86,1.79,1.91,2.28,0.93,2.03,2.20,2.82,,,,,,,,,,,,,,,,
24-Jan-2019,1.83,1.76,1.88,2.27,0.92,2.00,2.17,2.81,,,,,,,,,,,,,,,,
25-Jan-2019,1.79,1.71,1.82,2.21,0.86,1.96,2.13,2.76,,,,,,,,,,,,,,,,
29-Jan-2019,1.80,1.72,1.84,2.23,0.88,1.96,2.14,2.77,,,,,,,,,,,,,,,,
30-Jan-2019,1.83,1.75,1.87,2.24,0.87,2.00,2.16,2.78,,,,,,,,,,,,,,,,
31-Jan-2019,1.82,1.75,1.86,2.24,0.89,1.98,2.15,2.77,,,,,,,,,,,,,,,,
01-Feb-2019,1.81,1.74,1.83,2.21,0.87,1.97,2.13,2.73,,,,,,,,,,,,,,,,
04-Feb-2019,1.82,1.75,1.85,2.23,0.89,1.97,2.14,2.75,,,,,,,,,,,,,,,,
05-Feb-2019,1.83,1.77,1.86,2.25,0.92,1.98,2.14,2.76,,,,,,,,,,,,,,,,
06-Feb-2019,1.75,1.66,1.76,2.18,0.88,1.89,2.04,2.70,,,,,,,,,,,,,,,,
07-Feb-2019,1.73,1.65,1.73,2.15,0.87,1.88,2.02,2.67,,,,,,,,,,,,,,,,
08-Feb-2019,1.69,1.62,1.69,2.10,0.85,1.83,1.98,2.62,,,,,,,,,,,,,,,,
11-Feb-2019,1.70,1.62,1.69,2.06,0.84,1.84,1.98,2.58,,,,,,,,,,,,,,,,
12-Feb-2019,1.73,1.66,1.74,2.12,0.87,1.88,2.02,2.63,,,,,,,,,,,,,,,,
13-Feb-2019,1.76,1.69,1.77,2.15,0.88,1.90,2.05,2.66,,,,,,,,,,,,,,,,
14-Feb-2019,1.76,1.69,1.77,2.15,0.86,1.90,2.04,2.65,,,,,,,,,,,,,,,,
15-Feb-2019,1.74,1.66,1.73,2.10,0.83,1.87,2.01,2.61,,,,,,,,,,,,,,,,
18-Feb-2019,1.76,1.69,1.76,2.14,0.90,1.90,2.04,2.65,,,,,,,,,,,,,,,,
19-Feb-2019,1.76,1.69,1.75,2.14,0.89,1.89,2.03,2.63,,,,,,,,,,,,,,,,
20-Feb-2019,1.72,1.65,1.71,2.10,0.90,1.86,2.00,2.60,,,,,,,,,,,,,,,,
21-Feb-2019,1.66,1.60,1.67,2.06,0.86,1.81,1.94,2.56,,,,,,,,,,,,,,,,
22-Feb-2019,1.71,1.64,1.71,2.10,0.90,1.85,1.99,2.60,,,,,,,,,,,,,,,,
25-Feb-2019,1.72,1.66,1.72,2.09,0.88,1.87,2.01,2.59,,,,,,,,,,,,,,,,
26-Feb-2019,1.72,1.66,1.73,2.09,0.88,1.87,2.01,2.59,,,,,,,,,,,,,,,,
27-Feb-2019,1.70,1.64,1.71,2.07,0.86,1.85,1.99,2.57,,,,,,,,,,,,,,,,
28-Feb-2019,1.70,1.63,1.71,2.10,0.86,1.84,2.00,2.60,,,,,,,,,,,,,,,,
01-Mar-2019,1.73,1.67,1.76,2.15,0.91,1.88,2.05,2.65,,,,,,,,,,,,,,,,
04-Mar-2019,1.75,1.69,1.79,2.19,0.95,1.90,2.07,2.69,,,,,,,,,,,,,,,,
05-Mar-2019,1.73,1.66,1.75,2.16,0.94,1.87,2.04,2.66,,,,,,,,,,,,,,,,
06-Mar-2019,1.67,1.60,1.69,2.10,0.91,1.81,1.97,2.60,,,,,,,,,,,,,,,,
07-Mar-2019,1.68,1.61,1.69,2.09,0.89,1.83,1.98,2.59,,,,,,,,,,,,,,,,
08-Mar-2019,1.66,1.59,1.66,2.03,0.85,1.80,1.95,2.54,,,,,,,,,,,,,,,,
11-Mar-2019,1.66,1.60,1.66,2.03,0.86,1.81,1.96,2.54,,,,,,,,,,,,,,,,
12-Mar-2019,1.67,1.60,1.66,2.03,0.85,1.81,1.96,2.55,,,,,,,,,,,,,,,,
13-Mar-2019,1.60,1.54,1.60,1.96,0.83,1.75,1.89,2.47,,,,,,,,,,,,,,,,
14-Mar-2019,1.59,1.52,1.59,1.97,0.84,1.74,1.88,2.48,,,,,,,,,,,,,,,,
15-Mar-2019,1.60,1.54,1.60,1.98,0.88,1.75,1.90,2.49,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
